Global_ID,ENTRY,Rep,block,Location,Check,Plot,End Plot,Expt,Pedigree,Name,Rng,Pas,Year,PLOTWT,MOIST,SDWT,FLWR,HT,LDG,MTR,DS,CBB,P_FT,CWT_A,ADJ_SDWT
2005_3006,13,3,2,SVREC,0,3006,FALSE,2005,G16339/G16346,G19626,8,47,2020,1504.1,14.81,33.4,0,57,2,96,5,0,15,30.04213613,34.69934146
2007_3006,7,3,2,SVREC,0,3006,FALSE,2007,R12859/R12844,R17605,8,56,2020,1821.63,14.04,36.19,0,45,2,96,4,0,15,36.71318452,37.9377122
2011_3006,13,3,2,SVREC,2,3006,FALSE,2011,"R94037/R94161, MERLOT",R98026,9,65,2020,1718.9,13.18,40.4,0,45,2,98,3,0,15,34.9893499,42.77473171
2012_3006,10,3,2,SVREC,0,3006,FALSE,2012,GN16-7-2,I20805,9,75,2020,1632.7,12.76,38.1,0,35,2,97,4,0,15,33.39546769,40.53468293
2006_3006,8,3,10,SVREC,0,3006,FALSE,2006,P16911/X16801,P19707,10,79,2020,1822,14.43,36.5,0,43,2,93,5,0,15,36.55404018,38.08908537
2013_3007,23,3,2,SVREC,0,3007,FALSE,2013,B15414/B16504,B19309,8,3,2020,2188.5,13.41,22,0,52,0,0,0,0,15,44.43035373,23.23146341
2002_3007,23,3,2,SVREC,0,3007,FALSE,2002,B15414/B16504,B19309,8,22,2020,1570.2,14.36,19.7,0,47,1,96,6,0,15,31.52805009,20.5744878
2001_3007,23,3,2,SVREC,0,3007,FALSE,2001,N15331/N16404,N19240,8,34,2020,1526.2,13.87,19.8,0,44,1,96,6,0,15,30.81991075,20.7972439
2005_3007,23,3,2,SVREC,2,3007,FALSE,2005,"G04514/Matterhorn, POWDERHORN",G08254,8,48,2020,1741.1,14.56,40.8,0,40,2,96,5,0,15,34.87790862,42.51160976
2007_3007,1,3,3,SVREC,0,3007,FALSE,2007,S14706/R13752,S18904,9,54,2020,2061.9,13.34,38.2,0,45,1,96,6,0,15,41.89399375,40.37087805
2011_3007,39,3,2,SVREC,0,3007,FALSE,2011,"Eldorado/G13467, EIGER",G16351,9,66,2020,1856.4,13.86,32.4,0,41,2,96,4,0,15,37.49228481,34.03580488
2012_3007,30,3,2,SVREC,0,3007,FALSE,2012,"X07714/X07710, GYPSY ROSE",R11806,9,76,2020,1668,13.47,28.8,0,40,3,97,3,0,15,33.83983449,30.39102439
2006_3007,10,3,10,SVREC,0,3007,FALSE,2006,"COSD-35, STAYBRIGHT",I15644,10,80,2020,1489,14.84,34.1,0,40,2,92,4,0,15,29.73006309,35.41409756
2013_3008,18,3,2,SVREC,5,3008,FALSE,2013,"ND9902621-2, ECLIPSE",I03390,8,4,2020,1498.6,13,19.9,0,48,0,0,0,0,15,30.56824188,21.11341463
2002_3008,18,3,2,SVREC,0,3008,FALSE,2002,"ND9902621-2, ECLIPSE",I03390,8,23,2020,1288.8,14.26,19.8,0,38,1,96,5,0,15,25.9080357,20.70307317
2001_3008,18,3,2,SVREC,0,3008,FALSE,2001,N15331/N16404,N19239,8,35,2020,1530.3,14.38,18.9,0,43,1,96,6,0,15,30.71972206,19.73436585
2005_3008,2,3,2,SVREC,0,3008,FALSE,2005,G14525/P14815,G18512,8,49,2020,1517.1,13.41,37.5,0,42,3,97,3,0,15,30.7997668,39.59908537
2007_3008,5,3,3,SVREC,0,3008,FALSE,2007,X16803/P16809,S19305,9,55,2020,1616.2,12.7,35.2,0,47,2,96,5,0,15,33.08071033,37.47512195
2011_3008,19,3,2,SVREC,3,3008,FALSE,2011,"PNE-6-94-75/Kodiak, LAPAZ",I07113,9,67,2020,1958.8,13.6,37.7,0,40,3,96,4,0,15,39.67978571,39.72292683
2012_3008,3,3,2,SVREC,0,3008,FALSE,2012,"Matterhorn/PT7-2, SB3_0143",I19738,9,77,2020,1009.4,14.18,32.9,0,27,4,95,2,0,15,20.31034455,34.43265854
2006_3008,3,3,10,SVREC,0,3008,FALSE,2006,P14815/I15643,P19702,10,81,2020,1697.2,18.82,37.8,0,35,3,96,4,0,15,32.30334906,37.422
2013_3009,36,3,2,SVREC,0,3009,FALSE,2013,NE14-18-4,I19711,8,5,2020,1487.9,12.97,26.6,0,40,0,0,0,0,15,30.36045022,28.23168293
2002_3009,36,3,2,SVREC,0,3009,FALSE,2002,NE14-18-4,I19711,8,24,2020,1112,14.45,24,0,34,2,96,5,0,15,22.30438646,25.03902439
2001_3009,36,3,2,SVREC,5,3009,FALSE,2001,VALIANT,I20815,8,36,2020,1452.3,14.05,20.5,0,46,1,96,5,0,15,29.26629181,21.4875
2005_3009,1,3,3,SVREC,0,3009,FALSE,2005,X15405/G13444,G19620,9,46,2020,1353.5,14.05,34.4,0,44,4,97,2,0,15,27.27530536,36.05707317
2007_3009,16,3,3,SVREC,5,3009,FALSE,2007,PK16-1,I17546,9,56,2020,1570.8,14.95,38.8,0,50,3,96,3,0,15,31.32280817,40.24317073
2011_3009,16,3,2,SVREC,0,3009,FALSE,2011,NE2-18-3,I19741,9,68,2020,1593.9,12.95,47.2,0,50,3,96,2,0,15,32.53084365,50.10682927
2012_3009,8,3,3,SVREC,0,3009,FALSE,2012,PT11-13-1,I19720,10,70,2020,1974.1,13.47,41.4,0,40,2,96,3,0,15,40.04989045,43.68709756
2006_3009,16,3,11,SVREC,5,3009,FALSE,2006,"PT16-9, USDA DIAMONDBACK",I18623,11,78,2020,1588.45,14.93,35.3,0,44,1,92,5,0,15,31.68220955,36.62159756
2013_3010,16,3,2,SVREC,0,3010,FALSE,2013,B10244/B13218,B18201,8,6,2020,1427.1,11.98,20,0,52,0,0,0,0,15,29.45108171,21.46829268
2002_3010,16,3,2,SVREC,0,3010,FALSE,2002,B10244/B13218,B18201,8,25,2020,1315.4,14.32,19.9,0,40,1,96,5,0,15,26.42425645,20.79307317
2001_3010,16,3,2,SVREC,4,3010,FALSE,2001,"COOP 03019, MERLIN",I11264,8,37,2020,1086.1,14.56,18.4,0,49,1,97,5,0,15,21.75687585,19.17190244
2005_3010,19,3,3,SVREC,0,3010,FALSE,2005,G16346/G16318,G19611,9,47,2020,1932.6,13.56,40.9,0,60,2,96,5,0,15,39.16717186,43.11458537
2007_3010,12,3,4,SVREC,3,3010,FALSE,2007,"S02754/S04503, ROSETTA",S08418,10,54,2020,1551.3,12.62,32.2,0,40,1,96,4,0,15,31.78142113,34.31263415
2011_3010,11,3,2,SVREC,0,3010,FALSE,2011,PK19-1,I20811,9,69,2020,1767.4,15.95,38.7,0,40,3,95,2,0,15,34.82876289,39.6675
2012_3010,1,3,3,SVREC,0,3010,FALSE,2012,"MIB 780/Matterhorn, SB3_0347",I19734,10,71,2020,1484.1,15.32,41.3,0,42,2,96,3,0,15,29.46520688,42.64980488
2006_3010,13,3,11,SVREC,0,3010,FALSE,2006,P16913/P16901,P19708,11,79,2020,1476.3,14.66,36,0,48,1,92,6,0,15,29.53879253,37.46634146
2013_3011,1,3,2,SVREC,0,3011,FALSE,2013,Zenith/B10215,B16501,8,7,2020,1868.6,12.88,21.1,0,51,0,0,0,0,15,38.16802531,22.41746341
2002_3011,1,3,2,SVREC,0,3011,FALSE,2002,Zenith/B10215,B16501,8,26,2020,1581.4,13.88,20.8,0,40,1,97,5,0,15,31.9309056,21.84507317
2001_3011,1,3,2,SVREC,0,3011,FALSE,2001,N13120/PR00806-81,N18103,8,38,2020,1388.6,13.97,21,0,42,1,96,5,0,15,28.00867499,22.03207317
2005_3011,15,3,3,SVREC,0,3011,FALSE,2005,G13467/G13479,G17410,9,48,2020,1857.1,13.65,33.9,0,55,1,96,6,0,15,37.59785877,35.69835366
2007_3011,14,3,4,SVREC,0,3011,FALSE,2007,R16519/R16518,R19502,10,55,2020,1712.6,14.44,31.5,0,50,1,96,5,0,15,34.35517743,32.86756098
2011_3011,9,3,3,SVREC,1,3011,FALSE,2011,"Matterhorn/NE94-75, ARIES",I18601,10,60,2020,1396.5,11.92,39.1,0,37,3,95,2,0,15,28.83923436,41.99912195
2012_3011,25,3,3,SVREC,3,3011,FALSE,2012,"ND020351, STAMPEDE",I05834,10,72,2020,1474.7,14.09,37.4,0,45,2,98,3,0,15,29.70385933,39.18334146
2006_3011,9,3,11,SVREC,0,3011,FALSE,2006,Eldorado*/Palomino//G13444 (SDP),P19103,11,80,2020,1732.1,14.36,35.2,0,50,3,95,4,0,15,34.77884064,36.76253659
2013_3012,6,3,2,SVREC,0,3012,FALSE,2013,B11363//Alpena*/B09197,B16505,8,8,2020,1747.9,14.8,21.5,0,50,0,0,0,0,15,34.91577268,22.33902439
2002_3012,6,3,2,SVREC,0,3012,FALSE,2002,B11363//Alpena*/B09197,B16505,8,27,2020,1436.9,14.26,21.4,0,41,1,96,5,0,15,28.88520833,22.37604878
2001_3012,6,3,2,SVREC,0,3012,TRUE,2001,G14505/X16708,N19285,8,39,2020,1581.3,13.98,20.6,0,42,3,97,4,0,15,31.89181157,21.60990244
2005_3012,14,3,3,SVREC,0,3012,FALSE,2005,G16346/G16309,G19617,9,49,2020,1410.4,11.78,39.5,0,40,3,96,4,0,15,29.17257956,42.49621951
2007_3012,18,3,4,SVREC,0,3012,FALSE,2007,S14706/R13752,S18903,10,56,2020,1513,15.57,38.6,0,49,3,96,4,0,15,29.95030142,39.74387805
2011_3012,40,3,3,SVREC,0,3012,FALSE,2011,Eldorado*/Palomino//G13444 (SDP),P19103,10,61,2020,1427.5,13.18,37.2,0,47,3,99,4,0,15,29.05770957,39.38663415
2012_3012,28,3,3,SVREC,0,3012,FALSE,2012,"B04644/ZORRO, ZENITH",B10244,10,73,2020,1633.8,12.76,22.6,0,47,1,96,5,0,15,33.41796724,24.04419512
2006_3012,15,3,11,SVREC,4,3012,FALSE,2006,"ND121448, ND FALCON",I16705,11,81,2020,1018.27,12.82,32.83,0,51,1,92,6,0,15,20.81350846,34.90389512
2013_3013,32,3,3,SVREC,0,3013,FALSE,2013,AAC Knight Rider,I19710,9,3,2020,1375.9,13.25,18,0,50,0,0,0,0,15,27.98477596,19.04268293
2002_3013,32,3,3,SVREC,0,3013,FALSE,2002,AAC Knight Rider,I19710,9,22,2020,1501.1,13.79,18.8,0,52,2,96,6,0,15,30.3411998,19.76521951
2001_3013,32,3,3,SVREC,0,3013,FALSE,2001,G14505//N13120/PR0806-81A,N19271,9,34,2020,1352.5,13.88,22.9,0,44,1,97,5,0,15,27.30906148,24.05058537
2005_3013,12,3,4,SVREC,0,3013,FALSE,2005,G16339/G16318,G19624,10,46,2020,1652.5,14.18,31.7,0,44,1,96,5,0,15,33.25029162,33.1767561
2007_3013,2,3,5,SVREC,0,3013,FALSE,2007,R12859/R12844,R17604,11,54,2020,1680.1,13.3,32.7,0,43,1,96,5,0,15,34.15228056,34.57426829
2011_3013,1,3,3,SVREC,0,3013,FALSE,2011,NDF140813,I17520,10,62,2020,1305.3,15.9,42.7,0,43,3,96,4,0,15,25.73782325,43.79353659
2012_3013,19,3,4,SVREC,0,3013,FALSE,2012,R12859/R12844,R17604,10,74,2020,2202.2,12.47,32.7,0,54,2,96,5,0,15,45.19383202,34.9052561
2006_3013,4,3,12,SVREC,0,3013,FALSE,2006,P14815/G14525,P18603,12,78,2020,1284.3,15.58,38.5,0,47,3,95,4,0,15,25.42010327,39.63621951
2013_3014,26,3,3,SVREC,0,3014,FALSE,2013,B16506/B16507,B19345,9,4,2020,1682.1,12.4,21.5,0,54,0,0,0,0,15,34.54787959,22.96829268
2002_3014,26,3,3,SVREC,0,3014,FALSE,2002,B16506/B16507,B19345,9,23,2020,2135.9,14.44,19.9,0,46,1,96,6,0,15,42.84667959,20.76395122
2001_3014,26,3,3,SVREC,0,3014,FALSE,2001,B15453/N14243,N19269,9,35,2020,1572.6,13.96,19.8,0,47,1,97,6,0,15,31.72372331,20.7755122
2005_3014,18,3,4,SVREC,0,3014,FALSE,2005,G16339/G16351,G19628,10,47,2020,1623.8,14.89,33.2,0,55,2,97,5,0,15,32.40250661,34.45917073
2007_3014,11,3,5,SVREC,0,3014,FALSE,2007,R12859/R12844,R17603,11,55,2020,1750.2,15.77,35,0,51,1,96,5,0,15,34.56367879,35.95182927
2011_3014,2,3,3,SVREC,0,3014,FALSE,2011,NE1-18-15,I20806,10,63,2020,1340.48,12.69,38.3,0,31,3,99,2,0,15,27.44036015,40.78015854
2012_3014,14,3,4,SVREC,0,3014,FALSE,2012,NE4-18-23,I19739,10,75,2020,1842.9,14.67,43,0,38,3,100,3,0,15,36.86964839,44.74621951
2006_3014,14,3,12,SVREC,3,3014,FALSE,2006,"AN-37/P02630, ELDORADO",P07863,12,79,2020,1354.7,14.34,37.8,0,53,1,93,5,0,15,27.20737742,39.48717073
2013_3015,7,3,3,SVREC,0,3015,FALSE,2013,B10244/B15430,B18204,9,5,2020,2030.9,12.8,22.6,0,47,0,0,0,0,15,41.52125815,24.03317073
2002_3015,7,3,3,SVREC,0,3015,FALSE,2002,B10244/B15430,B18204,9,24,2020,1442,14.05,21.1,0,39,1,96,6,0,15,29.05872946,22.11640244
2001_3015,7,3,3,SVREC,0,3015,FALSE,2001,N15341/N14238,N18130,9,36,2020,1608.9,14.03,19.2,0,52,1,96,6,0,15,32.42959005,20.12956098
2005_3015,5,3,4,SVREC,0,3015,FALSE,2005,G16346/G16318,G19607,10,48,2020,1809.1,13.98,39.6,0,47,1,96,6,0,15,36.48610403,41.54136585
2007_3015,6,3,5,SVREC,0,3015,FALSE,2007,R12859/R12844,R18402,11,56,2020,1548.9,14.44,37.5,0,51,1,97,5,0,15,31.07131515,39.12804878
2011_3015,31,3,3,SVREC,0,3015,FALSE,2011,NE4-17-10,I19722,10,64,2020,1125.6,12.55,40.6,0,34,3,98,3,0,15,23.07859567,43.29841463
2012_3015,2,3,4,SVREC,0,3015,FALSE,2012,"MIB 780/Matterhorn, SB3_0314",I19736,10,76,2020,1248.8,12.9,37.1,0,37,3,97,3,0,15,25.50213411,39.40743902
2006_3015,5,3,12,SVREC,1,3015,FALSE,2006,"Eldorado/P11519, CHARRO",P16901,12,80,2020,1563.6,16.49,37.08,0,57,2,92,5,0,15,30.61467305,37.76281463
2013_3016,27,3,3,SVREC,0,3016,FALSE,2013,B15464/B15417,B19328,9,6,2020,1817.6,12.42,22.4,0,42,0,0,0,0,15,37.32232885,23.92429268
2002_3016,27,3,3,SVREC,0,3016,FALSE,2002,B15464/B15417,B19328,9,25,2020,1396.4,14.37,20.6,0,41,1,96,6,0,15,28.03504544,21.51192683
2001_3016,27,3,3,SVREC,0,3016,FALSE,2001,N15331/N16405,N19243,9,37,2020,1635.4,14.44,18.3,0,44,1,96,6,0,15,32.80652643,19.0944878
2005_3016,6,3,4,SVREC,0,3016,FALSE,2005,G16346/G16318,G19609,10,49,2020,1793.6,13.5,40.5,0,50,1,96,5,0,15,36.37535019,42.72256098
2007_3016,15,3,6,SVREC,0,3016,FALSE,2007,"SR11511, CALDERA",I20814,12,54,2020,1463.2,15.24,37.3,0,55,2,96,4,0,15,29.07770463,38.55546341
2011_3016,29,3,4,SVREC,0,3016,FALSE,2011,NE2-17-37,I18608,10,65,2020,1429.7,15.69,38.1,0,38,3,100,4,0,15,28.26112765,39.17330488
2012_3016,15,3,4,SVREC,0,3016,FALSE,2012,NE2-18-2,I19740,10,77,2020,1456.8,13.56,48.9,0,30,4,95,2,0,15,29.52433818,51.5477561
2006_3016,12,3,12,SVREC,0,3016,FALSE,2006,P14815/I15643,P19701,12,81,2020,1146.3,17.67,36.9,0,54,2,96,4,0,15,22.126967,37.0485
2013_3017,22,3,3,SVREC,0,3017,FALSE,2013,B16501/B15464,B19332,9,7,2020,1733.4,13.22,20.9,0,52,0,0,0,0,15,35.26825062,22.11831707
2002_3017,22,3,3,SVREC,0,3017,FALSE,2002,B16501/B15464,B19332,9,26,2020,1441.5,14.25,19.3,0,43,1,97,5,0,15,28.98105931,20.18262195
2001_3017,22,3,3,SVREC,0,3017,FALSE,2001,N15335/N14243,N19253,9,38,2020,1481.2,14.17,17.1,0,52,1,96,6,0,15,29.80700196,17.89869512
2005_3017,20,3,5,SVREC,0,3017,FALSE,2005,G16339/G16301,G19622,11,46,2020,1535.6,13.47,31.8,0,53,2,97,5,0,15,31.15374691,33.5567561
2007_3017,17,3,6,SVREC,6,3017,FALSE,2007,PK9-15,I19718,12,55,2020,1692.6,13.98,36.4,0,44,4,96,2,0,15,34.13652075,38.1844878
2011_3017,37,3,4,SVREC,0,3017,FALSE,2011,"NW410//VICTOR/AURORA, OTHELLO",I84002,10,66,2020,947.7,12.97,42.2,0,23,5,94,2,0,15,19.33772342,44.78860976
2012_3017,5,3,5,SVREC,0,3017,FALSE,2012,"NE28-15-55/NE28-15-1, SB4-204",I20803,11,70,2020,1609.1,13.18,23,0,40,1,96,5,0,15,32.75429805,24.35195122
2013_3018,14,3,3,SVREC,0,3018,FALSE,2013,B14303/B12724,B18237,9,8,2020,1583.8,14.68,19.4,0,49,0,0,0,0,15,31.68229735,20.18546341
2002_3018,14,3,3,SVREC,0,3018,FALSE,2002,B14303/B12724,B18237,9,27,2020,1435.8,14.13,19.9,0,43,1,96,6,0,15,28.90685821,20.83918293
2001_3018,14,3,3,SVREC,0,3018,TRUE,2001,G14505/X16708,N19284,9,39,2020,1621.9,14.04,22,0,51,1,96,6,0,15,32.68782023,23.06243902
2005_3018,9,3,5,SVREC,0,3018,FALSE,2005,G12508/G13455,G16345,11,47,2020,1834.8,15.16,31,0,50,1,96,6,0,15,36.49680705,32.07365854
2007_3018,9,3,6,SVREC,1,3018,FALSE,2007,"SR9-5/R09508, CAYENNE",R12844,12,56,2020,1736.8,15.83,36.2,0,45,2,97,4,0,15,34.27461758,37.15797561
2011_3018,34,3,4,SVREC,0,3018,FALSE,2011,"PT11-13-31, USDA RATTLER",I20801,10,67,2020,1804.9,13.63,42.9,0,48,1,96,5,0,15,36.54950881,45.1862561
2012_3018,6,3,5,SVREC,0,3018,FALSE,2012,"PT16-9, USDA DIAMONDBACK",I18623,11,71,2020,1682.9,13.44,40.1,0,45,2,96,4,0,15,34.15395788,42.32995122
2013_3019,31,3,4,SVREC,7,3019,FALSE,2013,R99 NO NOD,I07112,10,3,2020,16.6,12.2,14.4,0,48,0,0,0,0,15,0.34171818,15.41853659
2002_3019,31,3,4,SVREC,1,3019,FALSE,2002,R99 NO NOD,I07112,10,22,2020,258.2,15.24,15.6,0,47,1,105,4,0,15,5.131125845,16.12507317
2001_3019,31,3,4,SVREC,0,3019,FALSE,2001,N14229/I15616,N19204,10,34,2020,1337,13.42,18.9,0,39,1,96,5,0,15,27.14028907,19.95563415
2005_3019,17,3,5,SVREC,0,3019,FALSE,2005,G13444/COSD-44,G19601,11,48,2020,1526.4,13.6,34.4,0,51,2,96,5,0,15,30.92057633,36.24585366
2011_3019,5,3,4,SVREC,0,3019,FALSE,2011,G14530/G11431,G17418,10,68,2020,1681.4,14.44,34.4,0,55,2,96,6,0,15,33.72929775,35.89346341
2012_3019,17,3,5,SVREC,0,3019,FALSE,2012,NE4-18-63,I19742,11,72,2020,1545.1,13.45,39.9,0,40,3,95,3,0,15,31.35372501,42.11396341
2013_3020,8,3,4,SVREC,0,3020,FALSE,2013,B15430/B10244,B18232,10,4,2020,1926.8,12.26,23.7,0,54,0,0,0,0,15,39.63690611,25.359
2002_3020,8,3,4,SVREC,0,3020,FALSE,2002,B15430/B10244,B18232,10,23,2020,893.2,13.88,20.4,0,41,1,96,5,0,15,18.03508593,21.42497561
2001_3020,8,3,4,SVREC,0,3020,FALSE,2001,N13131/N14201,N18104,10,35,2020,1457.2,13.74,19.6,0,56,1,96,6,0,15,29.47094735,20.6182439
2005_3020,11,3,5,SVREC,0,3020,FALSE,2005,Powderhorn/G12501,G16305,11,49,2020,1644.6,14.46,37.5,0,44,1,96,5,0,15,32.9833689,39.11890244
2011_3020,30,3,4,SVREC,0,3020,FALSE,2011,NE4-17-6,I19721,10,69,2020,1742.7,16.68,41.9,0,34,3,97,2,0,15,34.04374844,42.5744878
2012_3020,20,3,5,SVREC,0,3020,FALSE,2012,"Zenith//Alpena*/B09197, ADAMS",B18504,11,73,2020,1896.9,14.61,20.7,0,52,1,96,6,0,15,37.97667433,21.55576829
2013_3021,17,3,4,SVREC,4,3021,FALSE,2013,"B00103*/X00822, ZORRO",B04554,10,5,2020,1744.4,12.82,21,0,40,0,0,0,0,15,35.65565533,22.32658537
2002_3021,17,3,4,SVREC,0,3021,FALSE,2002,"B00103*/X00822, ZORRO",B04554,10,24,2020,1107.1,14.25,19.9,0,49,1,96,6,0,15,22.25801649,20.81006098
2001_3021,17,3,4,SVREC,0,3021,FALSE,2001,N14229/N14218,N19277,10,36,2020,1831.3,14.12,16.2,0,41,2,97,6,0,15,36.87372491,16.96653659
2005_3021,4,3,6,SVREC,0,3021,FALSE,2005,G13444/G14506,G18502,12,46,2020,1744.2,15.92,31.8,0,52,2,96,5,0,15,34.38384698,32.60663415
2011_3021,14,3,5,SVREC,0,3021,FALSE,2011,NE4-18-55,I20812,11,60,2020,1450,12.95,47,0,47,3,98,3,0,15,29.59390381,49.8945122
2012_3021,24,3,6,SVREC,2,3021,FALSE,2012,"R94037/R94161, MERLOT",R98026,11,74,2020,1662.3,12.97,35.2,0,50,3,99,3,0,15,33.91906473,37.35921951
2013_3022,3,3,4,SVREC,1,3022,FALSE,2013,"Zenith//Alpena*/B09197, ADAMS",B18504,10,6,2020,1968.5,12.81,21.2,0,48,0,0,0,0,15,40.24088997,22.54180488
2002_3022,3,3,4,SVREC,0,3022,FALSE,2002,"Zenith//Alpena*/B09197, ADAMS",B18504,10,25,2020,1285.1,14.15,19.4,0,50,1,96,6,0,15,25.86679989,20.31085366
2001_3022,3,3,4,SVREC,2,3022,FALSE,2001,"Mayflower/Avanti, MEDALIST",I08958,10,37,2020,1342.2,14.19,17.5,0,47,2,97,5,0,15,27.00353474,18.31310976
2005_3022,21,3,6,SVREC,1,3022,FALSE,2005,TAURUS,I17509,12,47,2020,1602.05,15.77,36.2,0,44,3,97,3,0,15,31.63795087,37.18446341
2011_3022,27,3,5,SVREC,0,3022,FALSE,2011,PK16-1,I17546,11,61,2020,1309.8,13.29,35,0,27,3,96,2,0,15,26.62806771,37.01036585
2012_3022,27,3,6,SVREC,0,3022,FALSE,2012,"S02754/S04503, ROSETTA",S08418,11,75,2020,1607.3,12.87,33.6,0,47,3,96,3,0,15,32.83447972,35.70204878
2013_3023,12,3,4,SVREC,0,3023,FALSE,2013,B10244/B12724,B17207,10,7,2020,1653.9,13.14,19.1,0,48,0,0,0,0,15,33.68174259,20.23202439
2002_3023,12,3,4,SVREC,0,3023,FALSE,2002,B10244/B12724,B17207,10,26,2020,1039.9,13.99,16.5,0,39,1,96,5,0,15,20.9703658,17.30689024
2001_3023,12,3,4,SVREC,0,3023,FALSE,2001,N11230/N11298,N15306,10,38,2020,1580.8,14.43,17.3,0,49,1,97,6,0,15,31.71494331,18.05318293
2005_3023,3,3,6,SVREC,0,3023,FALSE,2005,G14530/G11431,G17418,12,48,2020,1398.6,14.61,35,0,47,2,96,4,0,15,28.00051491,36.44695122
2011_3023,6,3,5,SVREC,0,3023,FALSE,2011,G14525/P14815,G18512,11,62,2020,1819.8,13.39,39.3,0,45,2,96,5,0,15,36.95363625,41.50942683
2012_3023,26,3,6,SVREC,0,3023,FALSE,2012,"SR9-5/R09508, CAYENNE",R12844,11,76,2020,1765.6,15.07,35.5,0,48,3,99,3,0,15,35.15757602,36.76847561
2013_3024,13,3,4,SVREC,0,3024,FALSE,2013,B10244/B12724,B17259,10,8,2020,1548.3,14.35,19.9,0,43,0,0,0,0,15,31.09195005,20.78579268
2002_3024,13,3,4,SVREC,0,3024,FALSE,2002,B10244/B12724,B17259,10,27,2020,1248.2,13.92,20.2,0,43,1,96,6,0,15,25.19137755,21.20507317
2001_3024,13,3,4,SVREC,0,3024,TRUE,2001,N13120/PR0806-81,N18102,10,39,2020,1458.2,14.01,19.2,0,44,1,96,5,0,15,29.39886223,20.1342439
2005_3024,7,3,6,SVREC,0,3024,FALSE,2005,"Eldorado/G13467, EIGER",G16351,12,49,2020,1799.8,15.68,31.7,0,46,3,97,4,0,15,35.58117827,32.59687805
2011_3024,32,3,5,SVREC,0,3024,FALSE,2011,"PT16-9, USDA DIAMONDBACK",I18623,11,63,2020,1861.9,14.82,40.5,0,50,2,96,5,0,15,37.18428781,42.07060976
2012_3024,29,3,6,SVREC,0,3024,FALSE,2012,"X07712/X07721, DESERT SONG",R11801,11,77,2020,968.8,13.18,35.9,0,36,3,99,2,0,15,19.72056675,38.01021951
2013_3025,25,3,5,SVREC,0,3025,FALSE,2013,B16507/B16501,B19341,11,3,2020,1586.2,12.75,22.4,0,51,0,0,0,0,15,32.44806934,23.83414634
2002_3025,25,3,5,SVREC,0,3025,FALSE,2002,B16507/B16501,B19341,11,22,2020,752.5,13.53,20.3,0,33,1,97,4,0,15,15.25588631,21.40659756
2001_3025,25,3,5,SVREC,0,3025,FALSE,2001,N16405/B16504,N19262,11,34,2020,1408,13.59,18.1,0,34,1,96,5,0,15,28.52542608,19.07342683
2011_3025,8,3,5,SVREC,0,3025,FALSE,2011,GN19-2,I20810,11,64,2020,1624.1,14.92,41,0,40,2,96,4,0,15,32.39706952,42.54
2012_3025,11,3,7,SVREC,0,3025,FALSE,2012,GN16-7-3,I19717,12,70,2020,1884.3,14.26,39.9,0,54,2,96,3,0,15,37.87904382,41.71982927
2013_3026,29,3,5,SVREC,6,3026,FALSE,2013,"BL14506, BLACK BEARD",I19703,11,4,2020,1339.9,12.56,21.7,0,55,0,0,0,0,15,27.46932681,23.13960976
2002_3026,29,3,5,SVREC,0,3026,FALSE,2002,"BL14506, BLACK BEARD",I19703,11,23,2020,598.4,13.96,21.4,0,47,1,98,6,0,15,12.07139516,22.45434146
2001_3026,29,3,5,SVREC,0,3026,FALSE,2001,N14243/N14218,N19281,11,35,2020,1492,13.71,18.5,0,44,1,96,5,0,15,30.18524967,19.46786585
2011_3026,24,3,6,SVREC,0,3026,FALSE,2011,"ND121630, ND PEGASUS",I15652,11,65,2020,1991.7,12.91,39.1,0,50,1,96,5,0,15,40.66845691,41.52706098
2012_3026,16,3,7,SVREC,0,3026,FALSE,2012,NE2-18-3,I19741,12,71,2020,1830.2,14.33,46.4,0,40,4,100,2,0,15,36.76146397,48.47668293
2013_3027,28,3,5,SVREC,0,3027,FALSE,2013,N16405/B16504,B19302,11,5,2020,1705.6,12.46,20,0,53,0,0,0,0,15,35.00654178,21.35121951
2002_3027,28,3,5,SVREC,0,3027,FALSE,2002,N16405/B16504,B19302,11,24,2020,1045.1,13.97,19.1,0,39,1,96,5,0,15,21.08012835,20.03869512
2001_3027,28,3,5,SVREC,0,3027,FALSE,2001,N14201/N15331,N19216,11,36,2020,1645,14.11,17.2,0,52,1,96,6,0,15,33.12638045,18.01595122
2011_3027,22,3,6,SVREC,0,3027,FALSE,2011,NDF141506,I19716,11,66,2020,1733.1,14.06,39.4,0,50,2,97,4,0,15,34.92082151,41.29312195
2012_3027,9,3,7,SVREC,0,3027,FALSE,2012,"PT11-13-31, USDA RATTLER",I20801,12,72,2020,1903.7,13.74,42.2,0,40,2,96,5,0,15,38.50112715,44.39234146
2013_3028,5,3,5,SVREC,0,3028,FALSE,2013,B14302/B10244,B17897,11,6,2020,1630.4,12.43,19.7,0,45,0,0,0,0,15,33.4745692,21.03815854
2002_3028,5,3,5,SVREC,0,3028,FALSE,2002,B14302/B10244,B17897,11,25,2020,850.3,14.35,18.8,0,35,1,96,5,0,15,17.07516962,19.63682927
2001_3028,5,3,5,SVREC,0,3028,FALSE,2001,N15341/N14238,N18128,11,37,2020,1500,14.12,21,0,53,1,96,6,0,15,30.20290906,21.99365854
